SerialNo,CustomerID,CustomerName,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,CustomerSupportRequests,LoginFrequency,LastActivityDate,SatisfactionScore,ChurnStatus
1575,CUST1575,Bilal Rana,21.0,Male,Sargodha,Basic,538.03,1,1,1,26.0,2026-05-17,4.4,0
1576,CUST1576,Maria Hashmi,46.0,Female,Lahore,Standard,948.34,47,75,1,27.0,2025-12-11,4.1,0
1577,CUST1577,Zubair Butt,36.0,Male,Sargodha,Enterprise,4718.63,2,3,4,10.0,2026-05-21,5.0,0
1578,CUST1578,Junaid Khan,37.0,Male,Islamabad,Enterprise,4750.88,1,1,1,13.0,2026-05-19,3.9,0
1579,CUST1579,Amna Hussain,66.0,Female,Bahawalpur,Basic,387.02,29,37,2,15.0,2026-04-03,3.2,0
1580,CUST1580,Bilal Javed,18.0,Male,Gujranwala,Premium,2702.59,1,2,0,26.0,2026-04-26,1.7,1
1581,CUST1581,Sara Iqbal,40.0,Female,Sargodha,Enterprise,6218.43,2,8,2,17.0,2026-05-15,2.7,1
1582,CUST1582,Saba Baig,37.0,Female,Gujranwala,Standard,1099.79,28,46,1,9.0,2026-04-08,1.9,0
1583,CUST1583,Sara Hussain,34.0,Female,Faisalabad,Basic,279.12,53,98,1,15.0,2026-05-24,2.4,1
1584,CUST1584,Faraz Iqbal,31.0,Male,Larkana,Basic,427.14,5,8,4,,2026-05-01,5.0,0
1585,CUST1585,Hina Siddiqui,35.0,Female,Peshawar,Standard,1095.04,16,19,2,11.0,2026-03-21,4.3,1
1586,CUST1586,Naveed Javed,27.0,Male,Rawalpindi,Premium,3231.0,1,2,1,10.0,2026-05-20,4.3,0
1587,CUST1587,Noor Malik,18.0,Female,Hyderabad,Standard,730.46,9,13,2,13.0,2026-05-29,3.7,0
1588,CUST1588,Omer Khan,47.0,Male,Hyderabad,Premium,2573.0,60,93,2,9.0,2026-05-28,4.7,0
1589,CUST1589,Sara Rana,22.0,Female,Gujranwala,Standard,,60,96,5,19.0,2026-05-12,2.3,0
1590,CUST1590,Ali Nawaz,50.0,Male,Multan,Basic,609.8,1,0,1,20.0,2026-05-06,5.0,0
1591,CUST1591,Tariq Iqbal,46.0,Male,Quetta,Standard,866.3,31,48,3,18.0,2026-05-17,2.8,0
1592,CUST1592,Saba Ahmed,18.0,Female,Sargodha,Basic,565.59,7,8,3,16.0,2026-04-07,1.6,0
1593,CUST1593,Kamran Ahmed,59.0,Male,Larkana,Premium,2910.78,4,7,2,4.0,2026-04-22,3.6,1
1594,CUST1594,Saba Qureshi,38.0,Female,Sukkur,Standard,1278.33,2,1,4,2.0,2026-02-14,3.8,1
1595,CUST1595,Shahid Baig,40.0,Male,Multan,Standard,1360.17,48,68,3,25.0,2026-05-26,3.7,0
1596,CUST1596,Saba Baig,64.0,Female,Lahore,Standard,1118.23,3,5,3,17.0,2026-04-13,1.8,1
1597,CUST1597,Shahid Baig,23.0,Male,Lahore,Basic,441.05,11,9,2,12.0,2026-03-30,4.4,0
1598,CUST1598,Imran Hashmi,28.0,Male,Gujranwala,Basic,529.94,32,52,0,24.0,2026-04-21,4.7,0
1599,CUST1599,Rabia Malik,45.0,Female,Rawalpindi,Basic,626.41,26,40,1,24.0,2026-05-16,2.7,0
1600,CUST1600,Saad Iqbal,38.0,Male,Lahore,Standard,1222.74,14,21,1,12.0,2026-05-26,1.8,0
76,CUST0076,Maria Nawaz,37.0,Female,Sialkot,Basic,452.13,7,13,2,22.0,2026-03-28,2.0,1
1285,CUST1285,Sana Chaudhry,,Female,Sukkur,Basic,549.72,9,12,2,20.0,2026-04-21,4.0,0
409,CUST0409,Maria Sheikh,53.0,Female,Larkana,Basic,503.27,35,61,2,2.0,2026-04-27,2.6,1
1283,CUST1283,Ayesha Hashmi,42.0,Female,Multan,Enterprise,5505.39,60,94,1,11.0,2026-01-08,2.1,0
1448,CUST1448,Ahmed Chaudhry,46.0,Male,Rawalpindi,Basic,572.75,5,5,2,3.0,2026-03-23,2.9,1
1145,CUST1145,Rabia Rana,43.0,Female,Larkana,Basic,516.18,34,55,0,17.0,2026-06-01,3.2,0
1382,CUST1382,Mehwish Butt,39.0,Female,Peshawar,Basic,420.83,8,15,4,23.0,2026-05-14,1.2,0
182,CUST0182,Asma Sheikh,37.0,Female,Quetta,Basic,381.97,14,20,1,13.0,2026-05-23,3.0,0
1184,CUST1184,Fatima Ali,18.0,Female,Islamabad,Premium,2475.84,15,22,0,16.0,2026-03-28,3.2,0
1104,CUST1104,Nadia Baig,18.0,Female,Larkana,Basic,710.38,26,44,0,14.0,2026-05-19,4.3,0
1157,CUST1157,Imran Rana,40.0,Male,Sukkur,Standard,1457.55,41,64,1,18.0,2026-05-30,4.8,0
249,CUST0249,Asma Baig,29.0,Female,Gujranwala,Premium,2260.25,39,65,4,27.0,2026-05-23,3.3,0
1316,CUST1316,Junaid Javed,,Male,Rawalpindi,Basic,413.86,8,11,1,15.0,2026-03-04,3.1,0
1408,CUST1408,Ahmed Raja,43.0,Male,Gujranwala,Enterprise,4348.3,1,1,2,11.0,2026-06-01,3.3,0
293,CUST0293,Amna Hashmi,,Female,Rawalpindi,Enterprise,4893.78,1,2,1,10.0,2026-05-31,4.5,0
